prototype,pc,opcode,name,A,B,C,D,mode,flag,flag_b,flag_c
0,1220,1,OP_001,49,50,51,0,0,False,False,False
0,1221,3,OP_003,"[50, 51]","[74, 6]",None,None,2,False,False,False
0,1222,1,OP_001,49,50,51,0,0,False,False,False
0,1223,3,OP_003,"[50, 51]","[224, 6]",None,None,2,False,False,False
0,1224,1,OP_001,49,50,51,0,0,False,False,False
0,1225,3,OP_003,"[50, 51]","[225, 4]",None,None,2,False,False,False
0,1226,1,OP_001,49,50,51,0,0,False,False,False
0,1227,3,OP_003,"[50, 51]","[226, 6]",None,None,2,False,False,False
0,1228,1,OP_001,49,50,51,0,0,False,False,False
0,1229,0,OP_000,50,75,43,0,0,False,True,False
0,1230,14,OP_014,51,41,0,0,0,False,False,False
0,1231,1,OP_001,49,50,51,0,0,False,False,False
0,1232,2,OP_002,49,0,0,0,0,False,False,False
0,1233,15,OP_015,44,4,1,0,0,False,False,False
0,1234,27,OP_027,"[44, 48]","[38, 45]",None,None,2,False,False,False
0,1235,0,OP_000,49,239,43,0,0,False,True,False
0,1236,5,OP_005,44,44,49,0,0,False,False,False
0,1237,6,OP_006,"[44, 45]",None,None,None,3,False,False,False
0,1238,9,OP_009,45,48,19,0,0,False,False,False
0,1239,10,OP_010,48,27,83,0,0,False,False,False
0,1240,10,OP_010,49,75,16,0,0,False,False,False
0,1241,0,OP_000,52,173,43,0,0,False,True,False
0,1242,7,OP_007,50,5,52,0,0,False,False,False
0,1243,0,OP_000,51,174,43,0,0,False,True,False
0,1244,70,OP_070,49,2,0,0,0,False,False,False
0,1245,71,OP_071,48,1,0,0,0,False,False,False
0,1246,2,OP_002,48,0,0,0,0,False,False,False
0,1247,23,OP_023,44,3,1,0,0,False,False,False
0,1248,27,OP_027,"[44, 48]","[39, 45]",None,None,2,False,False,False
0,1249,0,OP_000,49,239,43,0,0,False,True,False
0,1250,5,OP_005,44,44,49,0,0,False,False,False
0,1251,6,OP_006,"[44, 45]",None,None,None,3,False,False,False
0,1252,9,OP_009,45,48,19,0,0,False,False,False
0,1253,10,OP_010,48,48,57,0,0,False,False,False
0,1254,10,OP_010,49,9,99,0,0,False,False,False
0,1255,0,OP_000,52,173,43,0,0,False,True,False
0,1256,7,OP_007,50,5,52,0,0,False,False,False
0,1257,0,OP_000,51,175,43,0,0,False,True,False
0,1258,70,OP_070,49,2,0,0,0,False,False,False
0,1259,71,OP_071,48,1,0,0,0,False,False,False
0,1260,2,OP_002,48,0,0,0,0,False,False,False
0,1261,23,OP_023,44,3,1,0,0,False,False,False
0,1262,0,OP_000,48,55,43,0,0,False,True,False
0,1263,7,OP_007,44,23,48,0,0,False,False,False
0,1264,9,OP_009,48,45,19,0,0,False,False,False
0,1265,0,OP_000,49,58,43,0,0,False,True,False
0,1266,5,OP_005,44,44,49,0,0,False,False,False
0,1267,6,OP_006,"[44, 45]",None,None,None,3,False,False,False
0,1268,9,OP_009,45,48,19,0,0,False,False,False
0,1269,8,OP_008,48,55,94,0,0,False,False,False
0,1270,24,OP_024,44,3,2,0,0,False,False,False
0,1271,0,OP_000,49,55,43,0,0,False,True,False
0,1272,7,OP_007,48,23,49,0,0,False,False,False
0,1273,0,OP_000,50,61,43,0,0,False,True,False
0,1274,5,OP_005,48,48,50,0,0,False,False,False
0,1275,6,OP_006,"[48, 49]",None,None,None,3,False,False,False
0,1276,8,OP_008,50,240,95,0,0,False,False,False
0,1277,24,OP_024,48,3,2,0,0,False,False,False
0,1278,0,OP_000,50,55,43,0,0,False,True,False
0,1279,7,OP_007,49,23,50,0,0,False,False,False
0,1280,0,OP_000,51,61,43,0,0,False,True,False
0,1281,5,OP_005,49,49,51,0,0,False,False,False
0,1282,6,OP_006,"[49, 50]",None,None,None,3,False,False,False
0,1283,8,OP_008,51,241,64,0,0,False,False,False
0,1284,24,OP_024,49,3,2,0,0,False,False,False
0,1285,0,OP_000,51,55,43,0,0,False,True,False
0,1286,7,OP_007,50,23,51,0,0,False,False,False
0,1287,0,OP_000,52,61,43,0,0,False,True,False
0,1288,5,OP_005,50,50,52,0,0,False,False,False
0,1289,6,OP_006,"[50, 51]",None,None,None,3,False,False,False
0,1290,8,OP_008,52,242,38,0,0,False,False,False
0,1291,24,OP_024,50,3,2,0,0,False,False,False
0,1292,0,OP_000,52,55,43,0,0,False,True,False
0,1293,7,OP_007,51,23,52,0,0,False,False,False
0,1294,0,OP_000,53,61,43,0,0,False,True,False
0,1295,5,OP_005,51,51,53,0,0,False,False,False
0,1296,6,OP_006,"[51, 52]",None,None,None,3,False,False,False
0,1297,8,OP_008,53,243,30,0,0,False,False,False
0,1298,24,OP_024,51,3,2,0,0,False,False,False
0,1299,0,OP_000,53,55,43,0,0,False,True,False
0,1300,7,OP_007,52,23,53,0,0,False,False,False
0,1301,0,OP_000,54,58,43,0,0,False,True,False
0,1302,5,OP_005,52,52,54,0,0,False,False,False
0,1303,6,OP_006,"[52, 53]",None,None,None,3,False,False,False
0,1304,8,OP_008,54,244,39,0,0,False,False,False
0,1305,24,OP_024,52,3,2,0,0,False,False,False
0,1306,0,OP_000,54,55,43,0,0,False,True,False
0,1307,7,OP_007,53,23,54,0,0,False,False,False
0,1308,0,OP_000,55,58,43,0,0,False,True,False
0,1309,5,OP_005,53,53,55,0,0,False,False,False
0,1310,6,OP_006,"[53, 54]",None,None,None,3,False,False,False
0,1311,8,OP_008,55,245,12,0,0,False,False,False
0,1312,24,OP_024,53,3,2,0,0,False,False,False
0,1313,0,OP_000,55,55,43,0,0,False,True,False
0,1314,7,OP_007,54,23,55,0,0,False,False,False
0,1315,0,OP_000,56,58,43,0,0,False,True,False
0,1316,5,OP_005,54,54,56,0,0,False,False,False
0,1317,6,OP_006,"[54, 55]",None,None,None,3,False,False,False
0,1318,8,OP_008,56,246,25,0,0,False,False,False
0,1319,24,OP_024,54,3,2,0,0,False,False,False
0,1320,0,OP_000,56,55,43,0,0,False,True,False
0,1321,7,OP_007,55,23,56,0,0,False,False,False
0,1322,0,OP_000,57,61,43,0,0,False,True,False
0,1323,5,OP_005,55,55,57,0,0,False,False,False
0,1324,6,OP_006,"[55, 56]",None,None,None,3,False,False,False
0,1325,8,OP_008,57,247,61,0,0,False,False,False
0,1326,24,OP_024,55,3,2,0,0,False,False,False
0,1327,30,OP_030,56,41,31,0,0,False,False,False
0,1328,14,OP_014,57,42,0,0,0,False,False,False
0,1329,29,OP_029,56,57,1,0,0,False,False,False
0,1330,30,OP_030,57,91,77,0,0,False,False,False
0,1331,49,OP_049,58,43,39,0,0,False,False,False
0,1332,29,OP_029,57,58,43,0,0,False,False,False
0,1333,0,OP_000,58,248,43,0,0,False,True,False
0,1334,30,OP_030,59,76,59,0,0,False,False,False
0,1335,29,OP_029,59,58,70,0,0,False,False,False
0,1336,27,OP_027,"[58, 60]","[55, 59]",None,None,2,False,False,False
0,1337,0,OP_000,61,90,43,0,0,False,True,False
0,1338,5,OP_005,58,58,61,0,0,False,False,False
0,1339,6,OP_006,"[58, 59]",None,None,None,3,False,False,False
0,1340,9,OP_009,59,60,19,0,0,False,False,False
0,1341,8,OP_008,60,249,63,0,0,False,False,False
0,1342,10,OP_010,61,76,91,0,0,False,False,False
0,1343,0,OP_000,62,92,43,0,0,False,True,False
0,1344,45,OP_045,63,20,0,0,0,False,False,False
0,1345,1,OP_001,61,62,63,0,0,False,False,False
0,1346,3,OP_003,"[62, 63]","[74, 96]",None,None,2,False,False,False
0,1347,1,OP_001,61,62,63,0,0,False,False,False
0,1348,3,OP_003,"[62, 63]","[97, 6]",None,None,2,False,False,False
0,1349,1,OP_001,61,62,63,0,0,False,False,False
0,1350,3,OP_003,"[62, 63]","[68, 254]",None,None,2,False,False,False
0,1351,1,OP_001,61,62,63,0,0,False,False,False
0,1352,0,OP_000,62,75,43,0,0,False,True,False
0,1353,14,OP_014,63,44,0,0,0,False,False,False
0,1354,1,OP_001,61,62,63,0,0,False,False,False
0,1355,2,OP_002,61,0,0,0,0,False,False,False
0,1356,15,OP_015,58,4,1,0,0,False,False,False
0,1357,27,OP_027,"[58, 60]","[55, 59]",None,None,2,False,False,False
0,1358,0,OP_000,61,67,43,0,0,False,True,False
0,1359,5,OP_005,58,58,61,0,0,False,False,False
0,1360,6,OP_006,"[58, 59]",None,None,None,3,False,False,False
0,1361,9,OP_009,59,60,19,0,0,False,False,False
0,1362,10,OP_010,60,83,96,0,0,False,False,False
0,1363,3,OP_003,"[61, 62]","[68, 255]",None,None,2,False,False,False
0,1364,1,OP_001,60,61,62,0,0,False,False,False
0,1365,3,OP_003,"[61, 62]","[256, 6]",None,None,2,False,False,False
0,1366,1,OP_001,60,61,62,0,0,False,False,False
0,1367,0,OP_000,61,70,43,0,0,False,True,False
0,1368,14,OP_014,62,45,0,0,0,False,False,False
0,1369,1,OP_001,60,61,62,0,0,False,False,False
0,1370,2,OP_002,60,0,0,0,0,False,False,False
0,1371,23,OP_023,58,3,1,0,0,False,False,False
0,1372,27,OP_027,"[58, 60]","[55, 59]",None,None,2,False,False,False
0,1373,0,OP_000,61,67,43,0,0,False,True,False
0,1374,5,OP_005,58,58,61,0,0,False,False,False
0,1375,6,OP_006,"[58, 59]",None,None,None,3,False,False,False
0,1376,9,OP_009,59,60,19,0,0,False,False,False
0,1377,10,OP_010,60,69,25,0,0,False,False,False
0,1378,3,OP_003,"[61, 62]","[68, 257]",None,None,2,False,False,False
0,1379,1,OP_001,60,61,62,0,0,False,False,False
0,1380,3,OP_003,"[61, 62]","[256, 6]",None,None,2,False,False,False
0,1381,1,OP_001,60,61,62,0,0,False,False,False
0,1382,0,OP_000,61,70,43,0,0,False,True,False
0,1383,14,OP_014,62,46,0,0,0,False,False,False
0,1384,1,OP_001,60,61,62,0,0,False,False,False
0,1385,2,OP_002,60,0,0,0,0,False,False,False
0,1386,23,OP_023,58,3,1,0,0,False,False,False
0,1387,27,OP_027,"[58, 60]","[54, 59]",None,None,2,False,False,False
0,1388,0,OP_000,61,67,43,0,0,False,True,False
0,1389,5,OP_005,58,58,61,0,0,False,False,False
0,1390,6,OP_006,"[58, 59]",None,None,None,3,False,False,False
0,1391,9,OP_009,59,60,19,0,0,False,False,False
0,1392,10,OP_010,60,71,53,0,0,False,False,False
0,1393,3,OP_003,"[61, 62]","[68, 258]",None,None,2,False,False,False
0,1394,1,OP_001,60,61,62,0,0,False,False,False
0,1395,3,OP_003,"[61, 62]","[256, 4]",None,None,2,False,False,False
0,1396,1,OP_001,60,61,62,0,0,False,False,False
0,1397,0,OP_000,61,70,43,0,0,False,True,False
0,1398,49,OP_049,62,47,38,0,0,False,False,False
0,1399,1,OP_001,60,61,62,0,0,False,False,False
0,1400,2,OP_002,60,0,0,0,0,False,False,False
0,1401,23,OP_023,58,3,1,0,0,False,False,False
0,1402,27,OP_027,"[58, 60]","[53, 59]",None,None,2,False,False,False
0,1403,0,OP_000,61,90,43,0,0,False,True,False
0,1404,5,OP_005,58,58,61,0,0,False,False,False
0,1405,6,OP_006,"[58, 59]",None,None,None,3,False,False,False
0,1406,9,OP_009,59,60,19,0,0,False,False,False
0,1407,8,OP_008,60,259,1,0,0,False,False,False
0,1408,10,OP_010,61,37,62,0,0,False,False,False
0,1409,0,OP_000,62,92,43,0,0,False,True,False
0,1410,45,OP_045,63,21,0,0,0,False,False,False
0,1411,1,OP_001,61,62,63,0,0,False,False,False
0,1412,3,OP_003,"[62, 63]","[74, 38]",None,None,2,False,False,False
0,1413,1,OP_001,61,62,63,0,0,False,False,False
0,1414,3,OP_003,"[62, 63]","[97, 6]",None,None,2,False,False,False
0,1415,1,OP_001,61,62,63,0,0,False,False,False
0,1416,3,OP_003,"[62, 63]","[68, 268]",None,None,2,False,False,False
0,1417,1,OP_001,61,62,63,0,0,False,False,False
0,1418,0,OP_000,62,75,43,0,0,False,True,False
0,1419,49,OP_049,63,48,9,0,0,False,False,False
0,1420,1,OP_001,61,62,63,0,0,False,False,False
0,1421,2,OP_002,61,0,0,0,0,False,False,False
0,1422,15,OP_015,58,4,1,0,0,False,False,False
0,1423,9,OP_009,58,58,92,0,0,False,False,False
0,1424,30,OP_030,60,53,87,0,0,False,False,False
0,1425,29,OP_029,60,58,1,0,0,False,False,False
0,1426,27,OP_027,"[58, 61]","[53, 59]",None,None,2,False,False,False
0,1427,0,OP_000,62,71,43,0,0,False,True,False
0,1428,5,OP_005,58,58,62,0,0,False,False,False
0,1429,6,OP_006,"[58, 59]",None,None,None,3,False,False,False
0,1430,9,OP_009,59,61,19,0,0,False,False,False
0,1431,8,OP_008,61,269,72,0,0,False,False,False
0,1432,10,OP_010,62,72,61,0,0,False,False,False
0,1433,3,OP_003,"[63, 64]","[68, 245]",None,None,2,False,False,False
0,1434,1,OP_001,62,63,64,0,0,False,False,False
0,1435,3,OP_003,"[63, 64]","[74, 6]",None,None,2,False,False,False
0,1436,1,OP_001,62,63,64,0,0,False,False,False
0,1437,3,OP_003,"[63, 64]","[83, 270]",None,None,2,False,False,False
0,1438,1,OP_001,62,63,64,0,0,False,False,False
0,1439,0,OP_000,63,75,43,0,0,False,True,False
0,1440,14,OP_014,64,49,0,0,0,False,False,False
0,1441,1,OP_001,62,63,64,0,0,False,False,False
0,1442,2,OP_002,62,0,0,0,0,False,False,False
0,1443,15,OP_015,58,4,1,0,0,False,False,False
0,1444,27,OP_027,"[58, 61]","[52, 59]",None,None,2,False,False,False
0,1445,0,OP_000,62,65,43,0,0,False,True,False
0,1446,5,OP_005,58,58,62,0,0,False,False,False
0,1447,6,OP_006,"[58, 59]",None,None,None,3,False,False,False
0,1448,9,OP_009,59,61,19,0,0,False,False,False
0,1449,8,OP_008,61,271,47,0,0,False,False,False
0,1450,23,OP_023,58,3,1,0,0,False,False,False
0,1451,27,OP_027,"[58, 61]","[52, 59]",None,None,2,False,False,False
0,1452,0,OP_000,62,117,43,0,0,False,True,False
0,1453,5,OP_005,58,58,62,0,0,False,False,False
0,1454,6,OP_006,"[58, 59]",None,None,None,3,False,False,False
0,1455,9,OP_009,59,61,19,0,0,False,False,False
0,1456,22,OP_022,58,2,1,0,0,False,False,False
0,1457,27,OP_027,"[58, 61]","[52, 59]",None,None,2,False,False,False
0,1458,0,OP_000,62,90,43,0,0,False,True,False
0,1459,5,OP_005,58,58,62,0,0,False,False,False
0,1460,6,OP_006,"[58, 59]",None,None,None,3,False,False,False
0,1461,9,OP_009,59,61,19,0,0,False,False,False
0,1462,8,OP_008,61,272,86,0,0,False,False,False
0,1463,10,OP_010,62,98,18,0,0,False,False,False
0,1464,0,OP_000,63,92,43,0,0,False,True,False
0,1465,45,OP_045,64,22,0,0,0,False,False,False
0,1466,1,OP_001,62,63,64,0,0,False,False,False
0,1467,3,OP_003,"[63, 64]","[74, 38]",None,None,2,False,False,False
0,1468,1,OP_001,62,63,64,0,0,False,False,False
0,1469,3,OP_003,"[63, 64]","[97, 6]",None,None,2,False,False,False
0,1470,1,OP_001,62,63,64,0,0,False,False,False
0,1471,3,OP_003,"[63, 64]","[68, 274]",None,None,2,False,False,False
0,1472,1,OP_001,62,63,64,0,0,False,False,False
0,1473,0,OP_000,63,75,43,0,0,False,True,False
0,1474,49,OP_049,64,50,26,0,0,False,False,False
0,1475,1,OP_001,62,63,64,0,0,False,False,False
0,1476,2,OP_002,62,0,0,0,0,False,False,False
0,1477,15,OP_015,58,4,1,0,0,False,False,False
0,1478,27,OP_027,"[58, 61]","[52, 59]",None,None,2,False,False,False
0,1479,0,OP_000,62,67,43,0,0,False,True,False
0,1480,5,OP_005,58,58,62,0,0,False,False,False
0,1481,6,OP_006,"[58, 59]",None,None,None,3,False,False,False
0,1482,9,OP_009,59,61,19,0,0,False,False,False
0,1483,10,OP_010,61,5,16,0,0,False,False,False
0,1484,3,OP_003,"[62, 63]","[68, 275]",None,None,2,False,False,False
0,1485,1,OP_001,61,62,63,0,0,False,False,False
0,1486,0,OP_000,62,70,43,0,0,False,True,False
0,1487,14,OP_014,63,51,0,0,0,False,False,False
0,1488,1,OP_001,61,62,63,0,0,False,False,False
0,1489,2,OP_002,61,0,0,0,0,False,False,False
0,1490,23,OP_023,58,3,1,0,0,False,False,False
0,1491,27,OP_027,"[58, 61]","[52, 59]",None,None,2,False,False,False
0,1492,0,OP_000,62,67,43,0,0,False,True,False
0,1493,5,OP_005,58,58,62,0,0,False,False,False
0,1494,6,OP_006,"[58, 59]",None,None,None,3,False,False,False
0,1495,9,OP_009,59,61,19,0,0,False,False,False
0,1496,10,OP_010,61,67,59,0,0,False,False,False
0,1497,3,OP_003,"[62, 63]","[68, 276]",None,None,2,False,False,False
0,1498,1,OP_001,61,62,63,0,0,False,False,False
0,1499,0,OP_000,62,70,43,0,0,False,True,False
0,1500,14,OP_014,63,52,0,0,0,False,False,False
0,1501,1,OP_001,61,62,63,0,0,False,False,False
0,1502,2,OP_002,61,0,0,0,0,False,False,False
0,1503,23,OP_023,58,3,1,0,0,False,False,False
0,1504,0,OP_000,58,6,43,0,0,False,True,False
0,1505,30,OP_030,61,84,37,0,0,False,False,False
0,1506,29,OP_029,61,58,22,0,0,False,False,False
0,1507,10,OP_010,58,56,85,0,0,False,False,False
0,1508,30,OP_030,62,7,86,0,0,False,False,False
0,1509,29,OP_029,62,58,66,0,0,False,False,False
0,1510,27,OP_027,"[58, 63]","[51, 59]",None,None,2,False,False,False
0,1511,0,OP_000,64,71,43,0,0,False,True,False
0,1512,5,OP_005,58,58,64,0,0,False,False,False
0,1513,6,OP_006,"[58, 59]",None,None,None,3,False,False,False
0,1514,9,OP_009,59,63,19,0,0,False,False,False
0,1515,8,OP_008,63,277,68,0,0,False,False,False
0,1516,10,OP_010,64,66,77,0,0,False,False,False
0,1517,3,OP_003,"[65, 66]","[68, 278]",None,None,2,False,False,False
0,1518,1,OP_001,64,65,66,0,0,False,False,False
0,1519,3,OP_003,"[65, 66]","[74, 6]",None,None,2,False,False,False
0,1520,1,OP_001,64,65,66,0,0,False,False,False
0,1521,3,OP_003,"[65, 66]","[83, 270]",None,None,2,False,False,False
0,1522,1,OP_001,64,65,66,0,0,False,False,False
0,1523,0,OP_000,65,75,43,0,0,False,True,False
0,1524,14,OP_014,66,53,0,0,0,False,False,False
0,1525,1,OP_001,64,65,66,0,0,False,False,False
0,1526,2,OP_002,64,0,0,0,0,False,False,False
0,1527,15,OP_015,58,4,1,0,0,False,False,False
0,1528,0,OP_000,58,6,43,0,0,False,True,False
0,1529,30,OP_030,63,26,20,0,0,False,False,False
0,1530,29,OP_029,63,58,50,0,0,False,False,False
0,1531,27,OP_027,"[58, 64]","[50, 59]",None,None,2,False,False,False
0,1532,0,OP_000,65,71,43,0,0,False,True,False
0,1533,5,OP_005,58,58,65,0,0,False,False,False
0,1534,6,OP_006,"[58, 59]",None,None,None,3,False,False,False
0,1535,9,OP_009,59,64,19,0,0,False,False,False
0,1536,8,OP_008,64,279,12,0,0,False,False,False
0,1537,10,OP_010,65,19,76,0,0,False,False,False
0,1538,3,OP_003,"[66, 67]","[68, 280]",None,None,2,False,False,False
0,1539,1,OP_001,65,66,67,0,0,False,False,False
0,1540,3,OP_003,"[66, 67]","[74, 6]",None,None,2,False,False,False
0,1541,1,OP_001,65,66,67,0,0,False,False,False
0,1542,3,OP_003,"[66, 67]","[83, 280]",None,None,2,False,False,False
0,1543,1,OP_001,65,66,67,0,0,False,False,False
0,1544,0,OP_000,66,75,43,0,0,False,True,False
0,1545,14,OP_014,67,54,0,0,0,False,False,False
0,1546,1,OP_001,65,66,67,0,0,False,False,False
0,1547,2,OP_002,65,0,0,0,0,False,False,False
0,1548,15,OP_015,58,4,1,0,0,False,False,False
0,1549,0,OP_000,58,6,43,0,0,False,True,False
0,1550,30,OP_030,64,12,51,0,0,False,False,False
0,1551,29,OP_029,64,58,51,0,0,False,False,False
0,1552,27,OP_027,"[58, 65]","[50, 59]",None,None,2,False,False,False
0,1553,0,OP_000,66,71,43,0,0,False,True,False
0,1554,5,OP_005,58,58,66,0,0,False,False,False
0,1555,6,OP_006,"[58, 59]",None,None,None,3,False,False,False
0,1556,9,OP_009,59,65,19,0,0,False,False,False
0,1557,8,OP_008,65,281,87,0,0,False,False,False
0,1558,10,OP_010,66,22,66,0,0,False,False,False
0,1559,3,OP_003,"[67, 68]","[68, 282]",None,None,2,False,False,False
0,1560,1,OP_001,66,67,68,0,0,False,False,False
0,1561,3,OP_003,"[67, 68]","[74, 6]",None,None,2,False,False,False
0,1562,1,OP_001,66,67,68,0,0,False,False,False
0,1563,3,OP_003,"[67, 68]","[83, 283]",None,None,2,False,False,False
0,1564,1,OP_001,66,67,68,0,0,False,False,False
0,1565,0,OP_000,67,75,43,0,0,False,True,False
0,1566,14,OP_014,68,55,0,0,0,False,False,False
0,1567,1,OP_001,66,67,68,0,0,False,False,False
0,1568,2,OP_002,66,0,0,0,0,False,False,False
0,1569,15,OP_015,58,4,1,0,0,False,False,False
0,1570,0,OP_000,58,6,43,0,0,False,True,False
0,1571,30,OP_030,65,66,98,0,0,False,False,False
0,1572,29,OP_029,65,58,28,0,0,False,False,False
0,1573,27,OP_027,"[58, 66]","[50, 59]",None,None,2,False,False,False
0,1574,0,OP_000,67,71,43,0,0,False,True,False
0,1575,5,OP_005,58,58,67,0,0,False,False,False
0,1576,6,OP_006,"[58, 59]",None,None,None,3,False,False,False
0,1577,9,OP_009,59,66,19,0,0,False,False,False
0,1578,8,OP_008,66,284,29,0,0,False,False,False
0,1579,10,OP_010,67,85,34,0,0,False,False,False
0,1580,3,OP_003,"[68, 69]","[68, 285]",None,None,2,False,False,False
0,1581,1,OP_001,67,68,69,0,0,False,False,False
0,1582,3,OP_003,"[68, 69]","[74, 6]",None,None,2,False,False,False
0,1583,1,OP_001,67,68,69,0,0,False,False,False
0,1584,3,OP_003,"[68, 69]","[83, 286]",None,None,2,False,False,False
0,1585,1,OP_001,67,68,69,0,0,False,False,False
0,1586,0,OP_000,68,75,43,0,0,False,True,False
0,1587,14,OP_014,69,56,0,0,0,False,False,False
0,1588,1,OP_001,67,68,69,0,0,False,False,False
0,1589,2,OP_002,67,0,0,0,0,False,False,False
0,1590,15,OP_015,58,4,1,0,0,False,False,False
0,1591,0,OP_000,58,6,43,0,0,False,True,False
0,1592,30,OP_030,66,76,97,0,0,False,False,False
0,1593,29,OP_029,66,58,48,0,0,False,False,False
0,1594,27,OP_027,"[58, 67]","[49, 59]",None,None,2,False,False,False
0,1595,0,OP_000,68,71,43,0,0,False,True,False
0,1596,5,OP_005,58,58,68,0,0,False,False,False
0,1597,6,OP_006,"[58, 59]",None,None,None,3,False,False,False
0,1598,9,OP_009,59,67,19,0,0,False,False,False
0,1599,8,OP_008,67,287,12,0,0,False,False,False
0,1600,10,OP_010,68,50,69,0,0,False,False,False
0,1601,3,OP_003,"[69, 70]","[68, 288]",None,None,2,False,False,False
0,1602,1,OP_001,68,69,70,0,0,False,False,False
0,1603,3,OP_003,"[69, 70]","[74, 6]",None,None,2,False,False,False
0,1604,1,OP_001,68,69,70,0,0,False,False,False
0,1605,3,OP_003,"[69, 70]","[83, 289]",None,None,2,False,False,False
0,1606,1,OP_001,68,69,70,0,0,False,False,False
0,1607,0,OP_000,69,75,43,0,0,False,True,False
0,1608,14,OP_014,70,57,0,0,0,False,False,False
0,1609,1,OP_001,68,69,70,0,0,False,False,False
0,1610,2,OP_002,68,0,0,0,0,False,False,False
0,1611,128,OP_128,4,58,1,0,0,False,False,False
0,1612,0,OP_000,58,6,43,0,0,False,True,False
0,1613,30,OP_030,67,13,77,0,0,False,False,False
0,1614,29,OP_029,67,58,3,0,0,False,False,False
0,1615,27,OP_027,"[58, 68]","[49, 59]",None,None,2,False,False,False
0,1616,0,OP_000,69,71,43,0,0,False,True,False
0,1617,5,OP_005,58,58,69,0,0,False,False,False
0,1618,6,OP_006,"[58, 59]",None,None,None,3,False,False,False
0,1619,9,OP_009,59,68,19,0,0,False,False,False
0,1620,8,OP_008,68,290,22,0,0,False,False,False
0,1621,10,OP_010,69,98,15,0,0,False,False,False
0,1622,3,OP_003,"[70, 71]","[68, 291]",None,None,2,False,False,False
0,1623,1,OP_001,69,70,71,0,0,False,False,False
0,1624,3,OP_003,"[70, 71]","[74, 6]",None,None,2,False,False,False
0,1625,1,OP_001,69,70,71,0,0,False,False,False
0,1626,3,OP_003,"[70, 71]","[83, 292]",None,None,2,False,False,False
0,1627,1,OP_001,69,70,71,0,0,False,False,False
0,1628,0,OP_000,70,75,43,0,0,False,True,False
0,1629,14,OP_014,71,58,0,0,0,False,False,False
0,1630,1,OP_001,69,70,71,0,0,False,False,False
0,1631,2,OP_002,69,0,0,0,0,False,False,False
0,1632,15,OP_015,58,4,1,0,0,False,False,False
0,1633,0,OP_000,58,6,43,0,0,False,True,False
0,1634,30,OP_030,68,73,8,0,0,False,False,False
0,1635,29,OP_029,68,58,22,0,0,False,False,False
0,1636,27,OP_027,"[58, 69]","[49, 59]",None,None,2,False,False,False
0,1637,0,OP_000,70,71,43,0,0,False,True,False
0,1638,5,OP_005,58,58,70,0,0,False,False,False
0,1639,6,OP_006,"[58, 59]",None,None,None,3,False,False,False
0,1640,9,OP_009,59,69,19,0,0,False,False,False
0,1641,8,OP_008,69,293,62,0,0,False,False,False
0,1642,10,OP_010,70,35,39,0,0,False,False,False
0,1643,3,OP_003,"[71, 72]","[68, 294]",None,None,2,False,False,False
0,1644,1,OP_001,70,71,72,0,0,False,False,False
0,1645,3,OP_003,"[71, 72]","[74, 6]",None,None,2,False,False,False
0,1646,1,OP_001,70,71,72,0,0,False,False,False
0,1647,3,OP_003,"[71, 72]","[83, 295]",None,None,2,False,False,False
0,1648,1,OP_001,70,71,72,0,0,False,False,False
0,1649,0,OP_000,71,75,43,0,0,False,True,False
0,1650,14,OP_014,72,59,0,0,0,False,False,False
0,1651,1,OP_001,70,71,72,0,0,False,False,False
0,1652,2,OP_002,70,0,0,0,0,False,False,False
0,1653,15,OP_015,58,4,1,0,0,False,False,False
0,1654,27,OP_027,"[58, 69]","[49, 59]",None,None,2,False,False,False
0,1655,0,OP_000,70,71,43,0,0,False,True,False
0,1656,5,OP_005,58,58,70,0,0,False,False,False
0,1657,6,OP_006,"[58, 59]",None,None,None,3,False,False,False
0,1658,9,OP_009,59,69,19,0,0,False,False,False
0,1659,8,OP_008,69,296,11,0,0,False,False,False
0,1660,10,OP_010,70,57,44,0,0,False,False,False
0,1661,3,OP_003,"[71, 72]","[68, 297]",None,None,2,False,False,False
0,1662,1,OP_001,70,71,72,0,0,False,False,False
0,1663,3,OP_003,"[71, 72]","[74, 6]",None,None,2,False,False,False
0,1664,1,OP_001,70,71,72,0,0,False,False,False
0,1665,0,OP_000,71,75,43,0,0,False,True,False
0,1666,14,OP_014,72,60,0,0,0,False,False,False
0,1667,1,OP_001,70,71,72,0,0,False,False,False
0,1668,2,OP_002,70,0,0,0,0,False,False,False
0,1669,15,OP_015,58,4,1,0,0,False,False,False
0,1670,27,OP_027,"[58, 69]","[49, 59]",None,None,2,False,False,False
0,1671,0,OP_000,70,117,43,0,0,False,True,False
0,1672,5,OP_005,58,58,70,0,0,False,False,False
0,1673,6,OP_006,"[58, 59]",None,None,None,3,False,False,False
0,1674,9,OP_009,59,69,19,0,0,False,False,False
0,1675,22,OP_022,58,2,1,0,0,False,False,False
0,1676,27,OP_027,"[58, 69]","[49, 59]",None,None,2,False,False,False
0,1677,0,OP_000,70,67,43,0,0,False,True,False
0,1678,5,OP_005,58,58,70,0,0,False,False,False
0,1679,6,OP_006,"[58, 59]",None,None,None,3,False,False,False
0,1680,9,OP_009,59,69,19,0,0,False,False,False
0,1681,10,OP_010,69,85,33,0,0,False,False,False
0,1682,3,OP_003,"[70, 71]","[68, 298]",None,None,2,False,False,False
