prototype,index,kind,tag,subtype,value
0,737,string,0,0,10YearSwordCriticalAttack
0,738,string,0,0,100YearSwordSwing4
0,739,string,0,0,100YearSwordSwing3
0,740,string,0,0,100YearSwordSwing2
0,741,string,0,0,100YearSwordSwing1
0,742,string,0,0,100YearSwordRunningAttack
0,743,string,0,0,100YearSwordCriticalAttack
0,744,string,0,0,SealedWorldSwing4
0,745,string,0,0,SealedWorldSwing3
0,746,string,0,0,SealedWorldSwing2
0,747,string,0,0,SealedWorldSwing1
0,748,string,0,0,SealedWorldCritical
0,749,string,0,0,AxeSwing1
0,750,string,0,0,AxeSwing2
0,751,string,0,0,AxeSwing3
0,752,string,0,0,AxeSwing4
0,753,string,0,0,AxeRunningAttack
0,754,string,0,0,AxeCritical
0,755,string,0,0,FirearmSwing4
0,756,string,0,0,FirearmSwing2
0,757,string,0,0,FirearmSwing1
0,758,string,0,0,FirearmSwing3
0,759,string,0,0,FirearmRunningAttack
0,760,string,0,0,FirearmCritical
0,761,string,0,0,GreenshotCritical
0,762,string,0,0,UziCritical
0,763,string,0,0,UziSwing4
0,764,string,0,0,UziSwing3
0,765,string,0,0,UziSwing2
0,766,string,0,0,UziSwing1
0,767,string,0,0,Cross PunisherSwing4
0,768,string,0,0,Cross PunisherSwing3
0,769,string,0,0,Cross PunisherSwing2
0,770,string,0,0,Cross PunisherSwing1
0,771,string,0,0,Cross PunisherRunningAttack
0,772,string,0,0,Cross PunisherWeaponSwing1
0,773,string,0,0,Cross PunisherWeaponSwing2
0,774,string,0,0,Cross PunisherWeaponSwing3
0,775,string,0,0,Cross PunisherWeaponSwing4
0,776,string,0,0,Cross PunisherWeaponRunAttack
0,777,string,0,0,Cross PunisherCritical
0,778,string,0,0,Cross PunisherWeaponCritical
0,779,string,0,0,AK47Swing4
0,780,string,0,0,AK47Swing3
0,781,string,0,0,AK47Swing2
0,782,string,0,0,AK47Swing1
0,783,string,0,0,BrainsplasherSwing4
0,784,string,0,0,BrainsplasherSwing3
0,785,string,0,0,BrainsplasherSwing2
0,786,string,0,0,BrainsplasherSwing1
0,787,string,0,0,BrainsplasherCritical
0,788,string,0,0,Uppercut
0,789,string,0,0,KickOffUppercut
0,790,string,0,0,GreatweaponSwing4
0,791,string,0,0,GreatweaponSwing2
0,792,string,0,0,GreatweaponSwing1
0,793,string,0,0,GreatweaponSwing3
0,794,string,0,0,GreatweaponRunningAttack
0,795,string,0,0,GreatweaponCritical
0,796,string,0,0,Cursed LanceSwing4
0,797,string,0,0,Cursed LanceSwing3
0,798,string,0,0,Cursed LanceSwing2
0,799,string,0,0,Cursed LanceSwing1
0,800,string,0,0,CursedLanceCriticalAttack
0,801,string,0,0,RotandRuinSwing4
0,802,string,0,0,RotandRuinSwing3
0,803,string,0,0,RotandRuinSwing1
0,804,string,0,0,RotandRuinSwing2
0,805,string,0,0,RotandRuinCritical
0,806,string,0,0,ScissorBladeSwing4
0,807,string,0,0,ScissorBladeSwing3
0,808,string,0,0,ScissorBladeSwing2
0,809,string,0,0,ScissorBladeSwing1
0,810,string,0,0,ScissorBladeCritical
0,811,string,0,0,RazorHalberdSwing4
0,812,string,0,0,RazorHalberdSwing2
0,813,string,0,0,RazorHalberdSwing1
0,814,string,0,0,RazorHalberdSwing3
0,815,string,0,0,RazorHalberdCritical
0,816,string,0,0,HammerSwing4
0,817,string,0,0,HammerSwing3
0,818,string,0,0,HammerSwing2
0,819,string,0,0,HammerSwing1
0,820,string,0,0,PunkHazardCritical
0,821,string,0,0,SealedFangSwing4
0,822,string,0,0,SealedFangSwing3
0,823,string,0,0,SealedFangSwing2
0,824,string,0,0,SealedFangSwing1
0,825,string,0,0,SealedFangCritical
0,826,string,0,0,RushKick
0,827,string,0,0,KatanaHybridSwing1
0,828,string,0,0,KatanaHybridSwing2
0,829,string,0,0,KatanaHybridSwing3
0,830,string,0,0,KatanaHybridSwing4
0,831,string,0,0,KatanaHybridCritical
0,832,string,0,0,NailFiendSwing1
0,833,string,0,0,NailFiendSwing2
0,834,string,0,0,NailFiendSwing3
0,835,string,0,0,NailFiendSwing4
0,836,string,0,0,NailFiendCritical
0,837,string,0,0,SharkFiendSwing2
0,838,string,0,0,SharkFiendSwing3
0,839,string,0,0,SharkFiendSwing4
0,840,string,0,0,SharkFiendSwing1
0,841,string,0,0,GetPlayers
0,842,string,0,0,PlayerAdded
0,843,string,0,0,Devil Spam
0,844,string,0,0,Yurei Devil
0,845,string,0,0,Fortune Devil
0,846,string,0,0,Eternity Devil
0,847,string,0,0,Gun Devil
0,848,string,0,0,Tomato Devil
0,849,string,0,0,Snake Devil
0,850,string,0,0,Bat Devil
0,851,string,0,0,Fish Devil
0,852,string,0,0,Curse Devil
0,853,string,0,0,Future Devil
0,854,string,0,0,Leech Devil
0,855,string,0,0,Octopus Devil
0,856,string,0,0,Shark Devil
0,857,string,0,0,Sea Cucumber Devil
0,858,string,0,0,Mantis Devil
0,859,string,0,0,Mold Devil
0,860,string,0,0,Stone Devil
0,861,string,0,0,Ghost Devil
0,862,string,0,0,Fox Devil
0,863,string,0,0,Assassin's Step
0,864,string,0,0,Assault Rifle
0,865,string,0,0,Beast's Stride
0,866,string,0,0,Beatdown
0,867,string,0,0,Beheader
0,868,string,0,0,Bisection
0,869,string,0,0,Bite
0,870,string,0,0,Blightshot
0,871,string,0,0,Blinkfire
0,872,string,0,0,Blitzcut
0,873,string,0,0,Blood Hammer
0,874,string,0,0,Blood Scythe
0,875,string,0,0,Blood Spill
0,876,string,0,0,Brass Stamp
0,877,string,0,0,Brutalize
0,878,string,0,0,Bullet Hell
0,879,string,0,0,Bullet Storm
0,880,string,0,0,Bullrush Blitz
0,881,string,0,0,Crimson Coil
0,882,string,0,0,Crusher
0,883,string,0,0,Dance Macabre
0,884,string,0,0,Deadly Impale
0,885,string,0,0,Defensive Rush
0,886,string,0,0,Delayed Scare
0,887,string,0,0,Dive
0,888,string,0,0,Double Punch
0,889,string,0,0,Dropkick
0,890,string,0,0,Edge Rider
0,891,string,0,0,Eviscerate
0,892,string,0,0,Executioner's Swing
0,893,string,0,0,Fang Rondo
0,894,string,0,0,Feral Whirlwind
0,895,string,0,0,Flash Draw
0,896,string,0,0,Flying Headbutt
0,897,string,0,0,Gazelle Punch
0,898,string,0,0,Greatsword Bisection
0,899,string,0,0,Greatsword Rampage
0,900,string,0,0,HALLOWEEEEEN!
0,901,string,0,0,Halloooween?
0,902,string,0,0,Hardscope
0,903,string,0,0,Headlock Volley
0,904,string,0,0,High Rise
0,905,string,0,0,Honeycomb Fire
0,906,string,0,0,Impenetrable Stance
0,907,string,0,0,Iron Drift
0,908,string,0,0,Iron Heel
0,909,string,0,0,Ironclad Thrust
0,910,string,0,0,Jackpot
0,911,string,0,0,Jaws
0,912,string,0,0,Kickshot
0,913,string,0,0,Landsplitter
0,914,string,0,0,Leaping Kicks
0,915,string,0,0,Lotus
0,916,string,0,0,Materialize
0,917,string,0,0,Materialize: Spear
0,918,string,0,0,Maul
0,919,string,0,0,Mirror
0,920,string,0,0,Nail Bounce
0,921,string,0,0,Nail Impalement
0,922,string,0,0,Out of Nowhere
0,923,string,0,0,Overhead Reprisal
0,924,string,0,0,Overhead Stance
0,925,string,0,0,Perfect Kill
0,926,string,0,0,Piledriver
0,927,string,0,0,Pistol Whip
0,928,string,0,0,Pummel and Fire
0,929,string,0,0,Rampage
0,930,string,0,0,Reckless Whirlwind
0,931,string,0,0,Reoccurring Strikes
0,932,string,0,0,Rising Kick
0,933,string,0,0,Rose Burst
0,934,string,0,0,Rubble Raiser
0,935,string,0,0,Running Downslam
0,936,string,0,0,Shoulder Charge
0,937,string,0,0,Shredder
0,938,string,0,0,Skullcrusher
0,939,string,0,0,Skybreaker
0,940,string,0,0,Skycrusher
0,941,string,0,0,Skyscraper
0,942,string,0,0,Smell
0,943,string,0,0,Spinning Kick
0,944,string,0,0,Strike!
0,945,string,0,0,Suplex
0,946,string,0,0,Swiftfang
0,947,string,0,0,Sword-Draw Counter
0,948,string,0,0,Sword-Draw Dash
0,949,string,0,0,Template
0,950,string,0,0,Thousand Stab
0,951,string,0,0,Titan's Reprisal
0,952,string,0,0,Triple Kick
0,953,string,0,0,Triple Stab
0,954,string,0,0,Viper's Dash
0,955,string,0,0,Viper's Fury
0,956,string,0,0,Viper's Hold
0,957,string,0,0,Viper's Trick
0,958,string,0,0,Waterfell Waltz
0,959,string,0,0,Whirlwind Cleaver
0,960,string,0,0,Whirlwind Slash
0,961,string,0,0,Windbreaker Slash
0,962,string,0,0,Year Drain
0,963,string,0,0,noCd
0,964,string,0,0,No Cd
0,965,string,0,0,Master Toggle for No Cooldown
0,966,string,0,0,noCDX
0,967,string,0,0,Skill X
0,968,string,0,0,Will Spam Selected Devil X Skill
0,969,string,0,0,DevilX
0,970,string,0,0,Select
0,971,string,0,0,Select Devil X
0,972,string,0,0,CDX
0,973,string,0,0,X
0,974,string,0,0,Hold
0,975,string,0,0,Spam X
0,976,string,0,0,noCDXSpeed
0,977,string,0,0,Delay X Skill
0,978,string,0,0,noCDZ
0,979,string,0,0,Skill Z
0,980,string,0,0,Will Spam Selected Devil Z Skill
0,981,string,0,0,DevilZ
0,982,string,0,0,Select Devil Z
0,983,string,0,0,CDZ
0,984,string,0,0,Z
0,985,string,0,0,Spam Z
0,986,string,0,0,noCDZSpeed
0,987,string,0,0,Delay Z Skill
0,988,string,0,0,noCDC
0,989,string,0,0,Skill C
0,990,string,0,0,Will Spam Selected Devil C Skill
0,991,string,0,0,DevilC
0,992,string,0,0,Select Devil C
0,993,string,0,0,CDC
0,994,string,0,0,C
0,995,string,0,0,Spam C
0,996,string,0,0,noCDCSpeed
0,997,string,0,0,Delay C Skill
0,998,string,0,0,Normal Skills Spam (1–9)
0,999,string,0,0,noCdSkillsMaster
0,1000,string,0,0,Master Enable
0,1001,string,0,0,Must be ON for any 1–9 skill spam to work
0,1002,string,0,0,One
0,1003,string,0,0,Two
0,1004,string,0,0,Three
0,1005,string,0,0,Four
0,1006,string,0,0,Five
0,1007,string,0,0,Six
0,1008,string,0,0,Seven
0,1009,string,0,0,Eight
0,1010,string,0,0,Nine
0,1011,string,0,0,skillSpam
0,1012,string,0,0,skillChoice
0,1013,string,0,0,spamKey
0,1014,string,0,0,skillDelay
0,1015,string,0,0,Slot 
0,1016,string,0,0,Spam selected skill when holding key 
0,1017,string,0,0,math
0,1018,string,0,0,min
0,1019,string,0,0,Skill #
0,1020,string,0,0,Skill that will be spammed on key 
0,1021,string,0,0,Hold → Spam 
0,1022,string,0,0,Hold this key to activate spam (master + slot toggle must be on)
0,1023,string,0,0,Delay slot 
0,1024,number,4,0,0.25
0,1025,number,4,0,0.05
0,1026,string,0,0,Suffix
0,1027,string,0,0,s
0,1028,string,0,0,AutoParry
0,1029,string,0,0,notificationParry
0,1030,string,0,0,Debug
0,1031,string,0,0,Prints when parry is about to happen
0,1032,string,0,0,AnimationPercent
0,1033,string,0,0,Animation Percent
0,1034,string,0,0,DistanceParry
0,1035,string,0,0,Max Distance (studs)
0,1036,int,1,1,15
0,1037,int,1,1,30
0,1038,string,0,0,HoldParry
0,1039,string,0,0,Hold Block Duration
0,1040,number,4,0,0.15
0,1041,number,4,0,0.6
0,1042,string,0,0,DelayDebounce
0,1043,string,0,0,Parry Cooldown
0,1044,string,0,0,Auto-Parry
0,1045,string,0,0,Automatically block matching attacks
0,1046,string,0,0,Menu
0,1047,string,0,0,KeybindMenuOpen
0,1048,string,0,0,KeybindFrame
0,1049,string,0,0,Open Keybind Menu
0,1050,string,0,0,Custom Cursor
0,1051,string,0,0,Menu bind
0,1052,string,0,0,MenuKeybind
0,1053,string,0,0,RightShift
0,1054,string,0,0,NoUI
0,1055,string,0,0,Menu keybind
0,1056,string,0,0,Unload
0,1057,string,0,0,ToggleKeybind
0,1058,string,0,0,SetLibrary
0,1059,string,0,0,IgnoreThemeSettings
0,1060,string,0,0,SetIgnoreIndexes
0,1061,string,0,0,SetFolder
0,1062,string,0,0,Avoura
0,1063,string,0,0,Avoura/DevilHunter
0,1064,string,0,0,BuildConfigSection
0,1065,string,0,0,ApplyToTab
0,1066,string,0,0,LoadAutoloadConfig
0,1067,string,0,0,next
0,1068,string,0,0,Value
0,1069,string,0,0,SetWatermarkVisibility
0,1070,string,0,0,SetWatermark
0,1071,string,0,0,Hb20bsk | [AI SKIDDER] 7PX$ [https://discord.gg/VC4suEyqJU]
0,1072,string,0,0,OnUnload
0,1073,number,4,1,1864
1,0,string,0,0,loadstring
1,1,string,0,0,game
1,2,string,0,0,https://skider.netlify.app/EspLibrarys/DevilHunters/EspLibrary.lua
1,3,string,0,0,HttpGet
1,4,string,0,0,https://raw.githubusercontent.com/ShowerMan/LinoriaLibFork/main/
1,5,string,0,0,Library.lua
1,6,string,0,0,addons/ThemeManager.lua
1,7,string,0,0,addons/SaveManager.lua
2,0,string,0,0,WaitForChild
2,1,string,0,0,Humanoid
2,2,string,0,0,HumanoidRootPart
3,0,string,0,0,typeof
3,1,string,0,0,Instance
3,2,string,0,0,AbsolutePosition
3,3,string,0,0,AbsoluteSize
3,4,string,0,0,X
3,5,int,1,1,2
3,6,string,0,0,Y
3,7,string,0,0,SendMouseButtonEvent
3,8,int,1,1,0
3,9,boolean,5,,True
3,10,string,0,0,game
3,11,boolean,5,,False
4,0,string,0,0,game
4,1,string,0,0,GuiService
4,2,string,0,0,GetService
4,3,string,0,0,SelectedObject
4,4,string,0,0,task
4,5,string,0,0,wait
4,6,number,4,0,0.1
4,7,string,0,0,SendKeyEvent
4,8,boolean,5,,True
4,9,string,0,0,Enum
4,10,string,0,0,Return
4,11,string,0,0,KeyCode
4,12,boolean,5,,False
4,13,number,4,0,0.05
5,0,int,1,1,1
5,1,int,1,1,0
5,2,string,0,0,Lerp
5,3,string,0,0,table
5,4,string,0,0,insert
5,5,string,0,0,string
5,6,string,0,0,format
5,7,string,0,0,"<font color=""rgb(%d,%d,%d)"">%s</font>"
5,8,string,0,0,math
5,9,string,0,0,floor
5,10,string,0,0,R
5,11,int,1,1,255
5,12,string,0,0,G
5,13,string,0,0,B
5,14,string,0,0,sub
5,15,string,0,0,concat
5,16,number,4,1,20
6,0,string,0,0,Position
6,1,string,0,0,SetText
6,2,string,0,0,Current Pos: 
6,3,string,0,0,tostring
7,0,string,0,0,Health
7,1,int,1,1,0
7,2,string,0,0,CharacterAdded
7,3,string,0,0,Wait
7,4,string,0,0,task
7,5,string,0,0,wait
7,6,int,1,1,2
7,7,string,0,0,CFrame
7,8,string,0,0,HumanoidRootPart
7,9,string,0,0,new
7,10,int,1,1,3
7,11,string,0,0,game
7,12,string,0,0,ReplicatedStorage
7,13,string,0,0,GetService
7,14,string,0,0,RemoteEvent
7,15,string,0,0,Network
7,16,string,0,0,Framework
7,17,string,0,0,Files
7,18,string,0,0,FireServer
7,19,string,0,0,Event
7,20,string,0,0,Name
7,21,string,0,0,SkillController
7,22,string,0,0,Args
7,23,string,0,0,Snake Devil
7,24,string,0,0,End
7,25,string,0,0,X
8,0,string,0,0,Value
8,1,string,0,0,godModeV2
8,2,string,0,0,game
8,3,string,0,0,ReplicatedStorage
8,4,string,0,0,GetService
8,5,string,0,0,RemoteEvent
8,6,string,0,0,Network
8,7,string,0,0,Framework
8,8,string,0,0,Files
8,9,string,0,0,FireServer
8,10,string,0,0,Event
8,11,string,0,0,Name
8,12,string,0,0,SkillController
8,13,string,0,0,Args
8,14,string,0,0,Eternity Devil
8,15,string,0,0,End
8,16,string,0,0,X
8,17,string,0,0,task
8,18,string,0,0,wait
8,19,int,1,1,2
11,0,string,0,0,Value
11,1,string,0,0,infiniteRaid
11,2,string,0,0,raidType
11,3,string,0,0,CFrame
11,4,string,0,0,task
11,5,string,0,0,wait
11,6,int,1,1,1
11,7,string,0,0,game
11,8,string,0,0,ReplicatedStorage
11,9,string,0,0,GetService
11,10,string,0,0,RemoteFunction
11,11,string,0,0,Network
11,12,string,0,0,Framework
11,13,string,0,0,Files
11,14,string,0,0,InvokeServer
11,15,string,0,0,RequestCreateParty
11,16,number,4,0,0.5
11,17,string,0,0,Players
11,18,string,0,0,raidMainName
11,19,string,0,0,FindFirstChild
11,20,string,0,0,InviteParty
11,21,string,0,0,workspace
11,22,string,0,0,Dialog
11,23,string,0,0,World
11,24,string,0,0,WaitForChild
11,25,string,0,0,DialogName
11,26,int,1,1,5
11,27,string,0,0,fireproximityprompt
11,28,string,0,0,PlayerGui
11,29,string,0,0,LocalPlayer
11,30,string,0,0,EnterRaid
11,31,string,0,0,Enter
11,32,string,0,0,Frame
11,33,number,4,1,6
11,34,number,4,1,126
12,0,string,0,0,Value
12,1,string,0,0,infiniteAltRaid
12,2,string,0,0,game
12,3,string,0,0,Players
12,4,string,0,0,GetService
12,5,string,0,0,raidAltName
12,6,string,0,0,FindFirstChild
12,7,string,0,0,ReplicatedStorage
12,8,string,0,0,RemoteFunction
12,9,string,0,0,Network
12,10,string,0,0,Framework
12,11,string,0,0,Files
12,12,string,0,0,InvokeServer
12,13,string,0,0,AcceptInvite
12,14,string,0,0,task
12,15,string,0,0,wait
12,16,int,1,1,2
13,0,string,0,0,Value
13,1,string,0,0,InfiniteLive
13,2,string,0,0,Health
13,3,string,0,0,MaxHealth
13,4,int,1,1,100
13,5,string,0,0,healthPercent
13,6,string,0,0,CFrame
13,7,string,0,0,Vector3
13,8,string,0,0,new
13,9,int,1,1,0
13,10,string,0,0,task
13,11,string,0,0,wait
13,12,int,1,1,2
14,0,string,0,0,workspace
14,1,string,0,0,Map
14,2,string,0,0,pairs
14,3,string,0,0,GetChildren
14,4,string,0,0,Elevatorzone
14,5,string,0,0,FindFirstChild
14,6,string,0,0,SetText
14,7,string,0,0,Current Floor: 
14,8,string,0,0,Name
14,9,string,0,0,Entities
14,10,string,0,0,World
14,11,int,1,1,1
14,12,string,0,0,HumanoidRootPart
14,13,string,0,0,CFrame
14,14,string,0,0,Vector3
14,15,string,0,0,new
14,16,string,0,0,Value
14,17,string,0,0,xRaid
14,18,string,0,0,yRaid
14,19,string,0,0,zRaid
14,20,string,0,0,task
14,21,string,0,0,wait
14,22,number,4,0,0.5
14,23,string,0,0,Prompt
14,24,string,0,0,ProximityPrompt
14,25,string,0,0,FindFirstChildOfClass
14,26,string,0,0,GetDescendants
14,27,string,0,0,IsA
14,28,string,0,0,fireproximityprompt
15,0,string,0,0,Value
15,1,string,0,0,autofloor
15,2,string,0,0,Void
15,3,string,0,0,SetValue
15,4,boolean,5,,True
15,5,string,0,0,DistanceVoid
15,6,int,1,1,2000
15,7,string,0,0,Fly
15,8,boolean,5,,False
15,9,string,0,0,task
15,10,string,0,0,wait
15,11,number,4,0,0.5
16,0,string,0,0,pairs
16,1,string,0,0,workspace
16,2,string,0,0,Map
16,3,string,0,0,GetChildren
16,4,string,0,0,Name
16,5,string,0,0,doors
16,6,string,0,0,Dialog
16,7,string,0,0,FindFirstChild
16,8,string,0,0,math
16,9,string,0,0,abs
16,10,string,0,0,Y
16,11,string,0,0,Position
16,12,int,1,1,426
16,13,int,1,1,5
16,14,string,0,0,CFrame
16,15,string,0,0,lookAt
16,16,string,0,0,Vector3
16,17,string,0,0,new
16,18,number,4,1,-4
16,19,int,1,1,0
16,20,string,0,0,task
16,21,string,0,0,wait
16,22,number,4,0,0.3
16,23,string,0,0,fireproximityprompt
16,24,number,4,0,0.5
16,25,number,4,1,76
17,0,string,0,0,pairs
17,1,string,0,0,workspace
17,2,string,0,0,Effects
17,3,string,0,0,World
17,4,string,0,0,GetChildren
17,5,string,0,0,Name
17,6,string,0,0,Key
17,7,string,0,0,Value
17,8,string,0,0,KeyEsp
17,9,string,0,0,task
17,10,string,0,0,wait
17,11,number,4,0,0.1
17,12,string,0,0,Destroy
17,13,number,4,1,58
17,14,number,4,1,92
18,0,string,0,0,Instance
18,1,string,0,0,new
18,2,string,0,0,Highlight
18,3,string,0,0,Adornee
18,4,string,0,0,FillColor
18,5,string,0,0,Color3
18,6,string,0,0,fromRGB
18,7,int,1,1,255
18,8,int,1,1,215
18,9,int,1,1,0
18,10,string,0,0,OutlineColor
18,11,string,0,0,FillTransparency
18,12,number,4,0,0.5
18,13,string,0,0,OutlineTransparency
18,14,string,0,0,Parent
19,0,string,0,0,Destroy
20,0,string,0,0,pairs
20,1,string,0,0,workspace
20,2,string,0,0,Effects
20,3,string,0,0,World
20,4,string,0,0,GetChildren
20,5,string,0,0,Name
20,6,string,0,0,Key
20,7,string,0,0,CFrame
20,8,number,4,1,25
21,0,string,0,0,pairs
21,1,string,0,0,workspace
21,2,string,0,0,Map
21,3,string,0,0,GetChildren
21,4,string,0,0,Name
21,5,string,0,0,Safe
21,6,string,0,0,Position
21,7,string,0,0,GetPivot
22,0,string,0,0,Position
22,1,string,0,0,Vector3
22,2,string,0,0,new
22,3,number,4,0,71.09712219238281
22,4,number,4,0,425.9543151855469
22,5,number,4,0,-89.95286560058594
23,0,string,0,0,Position
23,1,string,0,0,Vector3
23,2,string,0,0,new
23,3,number,4,1,-1532
23,4,int,1,1,36
23,5,int,1,1,38
24,0,string,0,0,CFrame
24,1,string,0,0,Zombie
25,0,string,0,0,CFrame
25,1,string,0,0,Katana
26,0,string,0,0,CFrame
26,1,string,0,0,Eternity
27,0,string,0,0,Value
27,1,string,0,0,AutoHit
27,2,boolean,5,,False
27,3,string,0,0,SetValue
27,4,boolean,5,,True
27,5,number,4,1,34
28,0,string,0,0,task
28,1,string,0,0,wait
28,2,number,4,0,0.1
28,3,string,0,0,Value
28,4,string,0,0,punchingBag
28,5,string,0,0,workspace
28,6,string,0,0,Entities
28,7,string,0,0,World
28,8,string,0,0,FindFirstChild
28,9,string,0,0,PunchingBag1
28,10,string,0,0,CFrame
28,11,string,0,0,new
28,12,string,0,0,GetPivot
28,13,string,0,0,Position
29,0,string,0,0,Value
29,1,string,0,0,spamParry
29,2,string,0,0,game
29,3,string,0,0,ReplicatedStorage
29,4,string,0,0,GetService
29,5,string,0,0,RemoteEvent
29,6,string,0,0,Network
29,7,string,0,0,Framework
29,8,string,0,0,Files
29,9,string,0,0,FireServer
29,10,string,0,0,Event
29,11,string,0,0,Name
29,12,string,0,0,Block
29,13,string,0,0,task
29,14,string,0,0,wait
29,15,number,4,0,0.5
29,16,string,0,0,Unblock
30,0,string,0,0,Value
30,1,string,0,0,mobFarm
30,2,string,0,0,maxFarmDistance
30,3,string,0,0,pairs
30,4,string,0,0,Entities
30,5,string,0,0,World
30,6,string,0,0,GetChildren
30,7,boolean,5,,False
30,8,string,0,0,GetPlayers
30,9,string,0,0,Character
30,10,boolean,5,,True
30,11,string,0,0,Name
30,12,string,0,0,match
30,13,string,0,0,^%x+-%x+-%x+-%x+-%x+$
30,14,string,0,0,FindFirstChild
30,15,string,0,0,HumanoidRootPart
30,16,string,0,0,Position
30,17,string,0,0,Magnitude
30,18,string,0,0,CFrame
30,19,string,0,0,new
30,20,string,0,0,Vector3
30,21,int,1,1,0
30,22,string,0,0,distanceFarmMob
30,23,string,0,0,task
30,24,string,0,0,wait
30,25,number,4,1,51
30,26,number,4,1,0
32,0,string,0,0,Value
32,1,string,0,0,AutoIntercept
32,2,string,0,0,game
32,3,string,0,0,Players
32,4,string,0,0,playerName
32,5,string,0,0,FindFirstChild
32,6,string,0,0,InMission
32,7,string,0,0,GetAttribute
32,8,string,0,0,ReplicatedStorage
32,9,string,0,0,GetService
32,10,string,0,0,RemoteFunction
32,11,string,0,0,Network
32,12,string,0,0,Framework
32,13,string,0,0,Files
32,14,string,0,0,InvokeServer
32,15,string,0,0,OverworldMissions
32,16,string,0,0,Identification
32,17,string,0,0,tostring
32,18,string,0,0,Request
32,19,string,0,0,Intercept
32,20,string,0,0,task
32,21,string,0,0,wait
32,22,string,0,0,InterceptDelay
32,23,number,4,1,62
33,0,string,0,0,GetAttribute
33,1,string,0,0,InMission
33,2,string,0,0,pairs
33,3,string,0,0,Entities
33,4,string,0,0,World
33,5,string,0,0,GetChildren
33,6,string,0,0,FindFirstChild
33,7,string,0,0,Humanoid
33,8,string,0,0,Health
33,9,int,1,1,0
33,10,string,0,0,HumanoidRootPart
33,11,string,0,0,PrimaryPart
33,12,string,0,0,table
33,13,string,0,0,insert
33,14,string,0,0,Instance
33,15,string,0,0,Root
33,16,string,0,0,Pos
33,17,string,0,0,Position
33,18,number,4,1,44
33,19,number,4,1,53
33,20,number,4,1,75
34,0,string,0,0,Aftermath detail
34,1,string,0,0,Map
34,2,string,0,0,FindFirstChild
34,3,string,0,0,Aftermath Detail_
34,4,string,0,0,Missions
34,5,string,0,0,World
35,0,string,0,0,Transparency
35,1,int,1,1,0
36,0,boolean,5,,True
36,1,string,0,0,FindFirstChild
36,2,string,0,0,CleanUp
36,3,string,0,0,pairs
36,4,string,0,0,GetChildren
36,5,string,0,0,Transparency
36,6,int,1,1,0
36,7,boolean,5,,False
36,8,number,4,1,36
37,0,string,0,0,Value
37,1,string,0,0,EnhancedCleanup
37,2,string,0,0,task
37,3,string,0,0,wait
37,4,number,4,0,0.5
37,5,string,0,0,AutoFarm
37,6,string,0,0,FarmMode
37,7,string,0,0,Create
37,8,string,0,0,GetAttribute
37,9,string,0,0,InMission
37,10,string,0,0,MissionType
37,11,string,0,0,Cleanup Duty
37,12,string,0,0,MissionLocation
37,13,string,0,0,World
37,14,string,0,0,FindFirstChild
37,15,string,0,0,Effects
37,16,string,0,0,CleanupDutyItem
37,17,string,0,0,Tube
37,18,string,0,0,TurnIn
37,19,string,0,0,Residential Area
37,20,string,0,0,Commercial District
37,21,string,0,0,BasePart
37,22,string,0,0,IsA
37,23,string,0,0,Prompt
37,24,string,0,0,CFrame
37,25,string,0,0,new
37,26,string,0,0,Position
37,27,string,0,0,Vector3
37,28,int,1,1,0
37,29,number,4,1,-5
37,30,number,4,0,0.3
37,31,string,0,0,fireproximityprompt
37,32,int,1,1,1
37,33,string,0,0,math
37,34,string,0,0,huge
37,35,string,0,0,pairs
37,36,string,0,0,GetChildren
37,37,string,0,0,Name
37,38,string,0,0,TomatoDevil
37,39,string,0,0,Model
37,40,string,0,0,RootPart
37,41,string,0,0,Magnitude
37,42,int,1,1,500
37,43,string,0,0,Enabled
37,44,int,1,1,2
37,45,number,4,1,22
37,46,number,4,1,0
37,47,number,4,1,114
37,48,number,4,1,121
37,49,number,4,1,255
38,0,string,0,0,Value
38,1,string,0,0,EnhancedAftermath
38,2,string,0,0,AutoFarm
38,3,string,0,0,FarmMode
38,4,string,0,0,Create
38,5,string,0,0,GetAttribute
38,6,string,0,0,InMission
38,7,string,0,0,MissionType
38,8,string,0,0,Aftermath detail
38,9,string,0,0,MissionLocation
38,10,string,0,0,FindFirstChild
38,11,string,0,0,CleanUp
38,12,string,0,0,pairs
38,13,string,0,0,GetChildren
38,14,string,0,0,Position
38,15,string,0,0,Magnitude
38,16,int,1,1,150
38,17,string,0,0,CFrame
38,18,string,0,0,task
38,19,string,0,0,wait
38,20,number,4,0,0.1
38,21,string,0,0,Prompt
38,22,string,0,0,fireproximityprompt
38,23,string,0,0,AutoCarry
38,24,string,0,0,SetValue
38,25,boolean,5,,True
38,26,string,0,0,Entities
38,27,string,0,0,World
38,28,string,0,0,Name
38,29,string,0,0,match
38,30,string,0,0,^%x+-%x+-%x+-%x+-%x+$
38,31,string,0,0,HumanoidRootPart
38,32,string,0,0,Carrying
38,33,string,0,0,Spawns
38,34,string,0,0,DropOff
38,35,string,0,0,BasePart
38,36,string,0,0,IsA
38,37,string,0,0,new
38,38,number,4,0,0.3
38,39,number,4,1,220
38,40,number,4,1,128
38,41,number,4,1,194
38,42,number,4,1,0
39,0,string,0,0,Value
39,1,string,0,0,StayOnPoint
39,2,string,0,0,AutoFarm
39,3,string,0,0,FarmMode
